"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Collecchia G.","Collecchia, Giampaolo (6506292685)","6506292685","Let’s open the black box: eXplainable Artificial Intelligence (XAI); [Apriamo la scatola nera: l’intelligenza artificiale spiegabile]","2021","Recenti Progressi in Medicina","112","11","","709","710","1","0","10.1701/3696.36848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121960701&doi=10.1701%2f3696.36848&partnerID=40&md5=903fc9819520cb5d14017060f4ef7579","The so-called “opacity” of artificial intelligence (AI), the black box model, raises concerns about the increasing use in relevant and critical areas of our society such as health, assistance, autonomous driving, military technologies, the economy, finance, justice, insurance. The need to create models that make it possible to understand, trust and therefore govern the emerging generation of these systems is increasingly felt, while maintaining a high level of performance. This is why a new discipline is being developed, eXplainable AI (XAI), which can be defined as a set of tools and techniques used to make the operation of AI increasingly transparent and easy to understand. © 2021 Il Pensiero Scientifico Editore s.r.l.. All rights reserved.","Article","Final","","Scopus","2-s2.0-85121960701"
"Keller N.; Jenny M.A.; Spies C.A.; Herzog S.M.","Keller, Niklas (56166933400); Jenny, Mirjam A. (55479321400); Spies, Claudia A. (7005143930); Herzog, Stefan M. (16070110000)","56166933400; 55479321400; 7005143930; 16070110000","Augmenting Decision Competence in Healthcare Using AI-based Cognitive Models","2020","2020 IEEE International Conference on Healthcare Informatics, ICHI 2020","","","9374376","","","","6","10.1109/ICHI48887.2020.9374376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103167626&doi=10.1109%2fICHI48887.2020.9374376&partnerID=40&md5=a45406ddd7bf12cb66d7237a09042bba","In many critical decisions, such as medicine, transparency of the underlying decision process is critical. This extends to decision processes that are supported by artificial intelligence. Rather than using a post-hoc explainability approach from explainable AI research (SHAP or LIME), we develop and test an intrinsically transparent and intuitively interpretable model developed from cognitive science, fast-And-frugal trees, in a comparative analysis with state-of-The-Art machine learning models. The resultant decision support can be easily implemented as laminated pocket card, augmenting the decision competence of physicians rather than replacing it. © 2020 IEEE.","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85103167626"
"Kim J.; Lee S.; Hwang E.; Ryu K.S.; Jeong H.; Lee J.W.; Hwangbo Y.; Choi K.S.; Cha H.S.","Kim, Junetae (57189001212); Lee, Sangwon (57214838599); Hwang, Eugene (57542512000); Ryu, Kwang Sun (50263181500); Jeong, Hanseok (58101282200); Lee, Jae Wook (56025142500); Hwangbo, Yul (57147438700); Choi, Kui Son (36760529200); Cha, Hyo Soung (55943223800)","57189001212; 57214838599; 57542512000; 50263181500; 58101282200; 56025142500; 57147438700; 36760529200; 55943223800","Limitations of deep learning attention mechanisms in clinical research: Empirical case study based on the Korean diabetic disease setting","2020","Journal of Medical Internet Research","22","12","e18418","","","","13","10.2196/18418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097752131&doi=10.2196%2f18418&partnerID=40&md5=8d50f7e958a0e9a2a455f68bbefdf30a","Background: Despite excellent prediction performance, noninterpretability has undermined the value of applying deep-learning algorithms in clinical practice. To overcome this limitation, attention mechanism has been introduced to clinical research as an explanatory modeling method. However, potential limitations of using this attractive method have not been clarified to clinical researchers. Furthermore, there has been a lack of introductory information explaining attention mechanisms to clinical researchers. Objective: The aim of this study was to introduce the basic concepts and design approaches of attention mechanisms. In addition, we aimed to empirically assess the potential limitations of current attention mechanisms in terms of prediction and interpretability performance. Methods: First, the basic concepts and several key considerations regarding attention mechanisms were identified. Second, four approaches to attention mechanisms were suggested according to a two-dimensional framework based on the degrees of freedom and uncertainty awareness. Third, the prediction performance, probability reliability, concentration of variable importance, consistency of attention results, and generalizability of attention results to conventional statistics were assessed in the diabetic classification modeling setting. Fourth, the potential limitations of attention mechanisms were considered. Results: Prediction performance was very high for all models. Probability reliability was high in models with uncertainty awareness. Variable importance was concentrated in several variables when uncertainty awareness was not considered. The consistency of attention results was high when uncertainty awareness was considered. The generalizability of attention results to conventional statistics was poor regardless of the modeling approach. Conclusions: The attention mechanism is an attractive technique with potential to be very promising in the future. However, it may not yet be desirable to rely on this method to assess variable importance in clinical settings. Therefore, along with theoretical studies enhancing attention mechanisms, more empirical studies investigating potential limitations should be encouraged. © Junetae Kim, Sangwon Lee, Eugene Hwang, Kwang Sun Ryu, Hanseok Jeong, Jae Wook Lee, Yul Hwangbo, Kui Son Choi, Hyo Soung Cha. Originally published in the Journal of Medical Internet Research (http://www.jmir.org), 16.12.2020. This is an open-access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work, first published in the Journal of Medical Internet Research, is properly cited. The complete bibliographic information, a link to the original publication on http://www.jmir.org/, as well as this copyright and license information must be included.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097752131"
"Nahmias D.O.; Kontson K.L.","Nahmias, David O. (57202955293); Kontson, Kimberly L. (55841179400)","57202955293; 55841179400","Easy Perturbation EEG Algorithm for Spectral Importance (easyPEASI): A Simple Method to Identify Important Spectral Features of EEG in Deep Learning Models","2020","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","2398","2406","8","18","10.1145/3394486.3403289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090411045&doi=10.1145%2f3394486.3403289&partnerID=40&md5=90c03d5399548b5efb7964657e51cd17","Efforts into understanding neurological differences between populations is an active area of research. Deep learning has recently shown promising results using EEG as input to distinguish recordings of subjects based on neurological activity. However, only about one quarter of these studies investigate the underlying neurophysiological implications. This work proposes and validates a method to investigate frequency bands important to EEG-driven deep learning models. Easy perturbation EEG algorithm for spectral importance (easyPEASI) is simpler than previous methods and requires only perturbations to input data. We validate easyPEASI on EEG pathology classification using the Temple University Health EEG Corpus. easyPEASI is further applied to characterize the effects of patients' medications on brain rhythms. We investigate classifications of patients taking one of two anticonvulsant medications, Dilantin (phenytoin) and Keppra (levetiracetam), and subjects taking no medications. We find that for recordings of subjects with clinically-determined normal EEG that these medications effect the Theta and Alpha band most significantly. For recordings with clinically-determined abnormal EEG these medications affected the Delta, Theta, and Alpha bands most significantly. We also find the Beta band to be affected differently by the two medications. Results found here show promise for a method of obtaining explainable artificial intelligence and interpretable models from EEG-driven deep learning through a simpler more accessible method perturbing only input data. Overall, this work provides a fast, easy, and reproducible method to automatically determine salient spectral features of neural activity that have been learned by machine learning models, such as deep learning. © 2020 Owner/Author.","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85090411045"
"Panigutti C.; Perotti A.; Panisson A.; Bajardi P.; Pedreschi D.","Panigutti, Cecilia (57194345147); Perotti, Alan (58321306400); Panisson, André (9133831400); Bajardi, Paolo (35114469000); Pedreschi, Dino (6603935985)","57194345147; 58321306400; 9133831400; 35114469000; 6603935985","FairLens: Auditing black-box clinical decision support systems","2021","Information Processing and Management","58","5","102657","","","","41","10.1016/j.ipm.2021.102657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108332873&doi=10.1016%2fj.ipm.2021.102657&partnerID=40&md5=5baef6cbf23a8b6c54abb95fffcbc14d","The pervasive application of algorithmic decision-making is raising concerns on the risk of unintended bias in AI systems deployed in critical settings such as healthcare. The detection and mitigation of model bias is a very delicate task that should be tackled with care and involving domain experts in the loop. In this paper we introduce FairLens, a methodology for discovering and explaining biases. We show how this tool can audit a fictional commercial black-box model acting as a clinical decision support system (DSS). In this scenario, the healthcare facility experts can use FairLens on their historical data to discover the biases of the model before incorporating it into the clinical decision flow. FairLens first stratifies the available patient data according to demographic attributes such as age, ethnicity, gender and healthcare insurance; it then assesses the model performance on such groups highlighting the most common misclassifications. Finally, FairLens allows the expert to examine one misclassification of interest by explaining which elements of the affected patients’ clinical history drive the model error in the problematic group. We validate FairLens’ ability to highlight bias in multilabel clinical DSSs introducing a multilabel-appropriate metric of disparity and proving its efficacy against other standard metrics. © 2021","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85108332873"
"El Mir H.; Perinpanayagam S.","El Mir, Haroun (57217630678); Perinpanayagam, Suresh (36617783100)","57217630678; 36617783100","Certification Approach for Physics Informed Machine Learning and its Application in Landing Gear Life Assessment","2021","AIAA/IEEE Digital Avionics Systems Conference - Proceedings","2021-October","","","","","","3","10.1109/DASC52595.2021.9594374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122805935&doi=10.1109%2fDASC52595.2021.9594374&partnerID=40&md5=31d7d7acac938176475604380c76815d","The efficacy of fatigue life approximation methodologies for Landing Gear systems is studied and compared to the ongoing Structural Health Monitoring techniques being researched, which will forecast failures based on the system's specific life and withstanding abilities, ranging from creating a digital simulation model to applying neural network technologies, in order to simulate and approximate locations and levels of failure along the structure. Explainable Artificial Intelligence allows for the ease-of-integration of Deep Neural Network data into Predictive Maintenance, which is a procedure focused on the health of a system and its efficient upkeep via the use of sensor-based data. Test data from a flight includes a multitude of conditions and varying parameters such as the surface of the landing strip as well as the aircraft itself, requiring the use of Deep Neural Network models for damage assessment and failure anticipation, where compliance to standards is a major question raised, as the EASA AI roadmap is followed, as well as the ICAO and FAA. This paper additionally discusses the challenges faced with respect to standardizing the Explainable AI methodologies and their parameters specifically for the case of Landing Gear.  © 2021 IEEE.","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85122805935"
"Palatnik de Sousa I.; Maria Bernardes Rebuzzi Vellasco M.; Costa da Silva E.","Palatnik de Sousa, Iam (56313836500); Maria Bernardes Rebuzzi Vellasco, Marley (56200580000); Costa da Silva, Eduardo (14009474700)","56313836500; 56200580000; 14009474700","Local Interpretable Model-Agnostic Explanations for Classification of Lymph Node Metastases","2019","Sensors (Basel, Switzerland)","19","13","","","","","33","10.3390/s19132969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069324122&doi=10.3390%2fs19132969&partnerID=40&md5=63616bc512d6a72e38075c4465623035","An application of explainable artificial intelligence on medical data is presented. There is an increasing demand in machine learning literature for such explainable models in health-related applications. This work aims to generate explanations on how a Convolutional Neural Network (CNN) detects tumor tissue in patches extracted from histology whole slide images. This is achieved using the ""locally-interpretable model-agnostic explanations"" methodology. Two publicly-available convolutional neural networks trained on the Patch Camelyon Benchmark are analyzed. Three common segmentation algorithms are compared for superpixel generation, and a fourth simpler parameter-free segmentation algorithm is proposed. The main characteristics of the explanations are discussed, as well as the key patterns identified in true positive predictions. The results are compared to medical annotations and literature and suggest that the CNN predictions follow at least some aspects of human expert knowledge.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85069324122"
"Lindsay L.; Coleman S.; Kerr D.; Taylor B.; Moorhead A.","Lindsay, Leeanne (57207735162); Coleman, Sonya (7201402808); Kerr, Dermot (24376886200); Taylor, Brian (7403036731); Moorhead, Anne (36174297600)","57207735162; 7201402808; 24376886200; 7403036731; 36174297600","Explainable Artificial Intelligence for Falls Prediction","2020","Communications in Computer and Information Science","1244 CCIS","","","76","84","8","4","10.1007/978-981-15-6634-9_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089246941&doi=10.1007%2f978-981-15-6634-9_8&partnerID=40&md5=b02a210e21ca675bbf2205a795c43e72","With a rapidly ageing population, it is likely that we will encounter an older adult falling. Falls can cause death, serious injury or harm, loss of confidence and loss of independence. Falling can happen to any of us, however those over 65 years of age can be classified as a group of adults who are more vulnerable and at increased risk of falling. This paper focuses on applying explainable artificial intelligence techniques, in the form of decision trees, to healthcare data in order to predict the risk of falling in older adults. These decision trees could potentially be introduced for health and social care professionals to help aid their judgements when making decisions. © 2020, Springer Nature Singapore Pte Ltd.","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85089246941"
"Pesquita C.","Pesquita, Catia (24467133700)","24467133700","Towards semantic integration for explainable artificial intelligence in the biomedical domain","2021","HEALTHINF 2021 - 14th International Conference on Health Informatics; Part of the 14th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2021","","","","747","753","6","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103858298&partnerID=40&md5=6178138bc7873ba7deef470d3053b03a","Explainable artificial intelligence typically focuses on data-based explanations, lacking the semantic context needed to produce human-centric explanations. This is especially relevant in healthcare and life sciences where the heterogeneity in both data sources and user expertise, and the underlying complexity of the domain and applications poses serious challenges. The Semantic Web represents an unparalleled opportunity in this area: it provides large amounts of freely available data in the form of Knowledge Graphs, which link data to ontologies, and can thus act as background knowledge for building explanations closer to human conceptualizations. In particular, knowledge graphs support the computation of semantic similarity between objects, providing an understanding of why certain objects are considered similar or different. This is a basic aspect of explainability and is at the core of many machine learning applications. However, when data covers multiple domains, it may be necessary to integrate different ontologies to cover the full semantic landscape of the underlying data. We propose a methodology for semantic explanations in the biomedical domain that is based on the semantic annotation and integration of heterogenous data into a common semantic landscape that supports semantic similarity assessments. This methodology builds upon state of the art semantic web technologies and produces post-hoc explanations that are independent of the machine learning method employed. Copyright © 2021 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved","Conference paper","Final","","Scopus","2-s2.0-85103858298"
"Ammar N.; Shaban-Nejad A.","Ammar, Nariman (57217244894); Shaban-Nejad, Arash (13405260500)","57217244894; 13405260500","Explainable artificial intelligence recommendation system by leveraging the semantics of adverse childhood experiences: Proof-of-concept prototype development","2020","JMIR Medical Informatics","8","11","e18752","","","","32","10.2196/18752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097463874&doi=10.2196%2f18752&partnerID=40&md5=9ef23f6a3d11660a8287945846b0bd4e","Background: The study of adverse childhood experiences and their consequences has emerged over the past 20 years. Although the conclusions from these studies are available, the same is not true of the data. Accordingly, it is a complex problem to build a training set and develop machine-learning models from these studies. Classic machine learning and artificial intelligence techniques cannot provide a full scientific understanding of the inner workings of the underlying models. This raises credibility issues due to the lack of transparency and generalizability. Explainable artificial intelligence is an emerging approach for promoting credibility, accountability, and trust in mission-critical areas such as medicine by combining machine-learning approaches with explanatory techniques that explicitly show what the decision criteria are and why (or how) they have been established. Hence, thinking about how machine learning could benefit from knowledge graphs that combine “common sense” knowledge as well as semantic reasoning and causality models is a potential solution to this problem. Objective: In this study, we aimed to leverage explainable artificial intelligence, and propose a proof-of-concept prototype for a knowledge-driven evidence-based recommendation system to improve mental health surveillance. Methods: We used concepts from an ontology that we have developed to build and train a question-answering agent using the Google DialogFlow engine. In addition to the question-answering agent, the initial prototype includes knowledge graph generation and recommendation components that leverage third-party graph technology. Results: To showcase the framework functionalities, we here present a prototype design and demonstrate the main features through four use case scenarios motivated by an initiative currently implemented at a children’s hospital in Memphis, Tennessee. Ongoing development of the prototype requires implementing an optimization algorithm of the recommendations, incorporating a privacy layer through a personal health library, and conducting a clinical trial to assess both usability and usefulness of the implementation. Conclusions: This semantic-driven explainable artificial intelligence prototype can enhance health care practitioners’ ability to provide explanations for the decisions they make. ©Nariman Ammar, Arash Shaban-Nejad.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85097463874"
"Lira D.B.; Xavier F.; Digiampietri L.A.","Lira, Diego Bezerra (57226057579); Xavier, Fernando (57205662218); Digiampietri, Luciano Antonio (8843300600)","57226057579; 57205662218; 8843300600","Combining clustering and classification algorithms for automatic bot detection: A case study on posts about COVID-19","2021","ACM International Conference Proceeding Series","","","3466970","","","","0","10.1145/3466933.3466970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110325604&doi=10.1145%2f3466933.3466970&partnerID=40&md5=d66e55e7b9b15c55ef125f1335e2e06a","In the last decade, there has been a great insertion of bots in several social media. Among the potentially harmful effects of these software agents, there are: the spread of computer viruses and different internet scams, and the spread of fake news, with emphasis on political-electoral and public health-related news. This work presents a new approach for bots' detection on Twitter, combining the use of feature selection, clustering, and classification algorithms. The proposed approach was compared with more conventional ones (for example, without the use of clustering) and the premise used in this work proved to be true: the use of clustering, together with the features selection, allowed the production of better classification models in order to identify not only the bots who have an activity profile considered non-human (extremely active on Twitter) but also other bots whose profiles are more similar to humans' ones. The best results of automatic detection of bots reached an overall accuracy of 96.8% and F1 score equal to 0.622. As an additional advantage, these values were achieved by decision-tree models, which can be considered explainable artificial intelligence models. © 2021 ACM.","Conference paper","Final","","Scopus","2-s2.0-85110325604"
"Balcombe L.; De Leo D.","Balcombe, Luke (56375240700); De Leo, Diego (7006128644)","56375240700; 7006128644","Digital mental health challenges and the horizon ahead for solutions","2021","JMIR Mental Health","8","3","e26811","","","","37","10.2196/26811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103667590&doi=10.2196%2f26811&partnerID=40&md5=33000c9c7bf101f0c3b42aebb04f3e48","The demand outstripping supply of mental health resources during the COVID-19 pandemic presents opportunities for digital technology tools to fill this new gap and, in the process, demonstrate capabilities to increase their effectiveness and efficiency. However, technology-enabled services have faced challenges in being sustainably implemented despite showing promising outcomes in efficacy trials since the early 2000s. The ongoing failure of these implementations has been addressed in reconceptualized models and frameworks, along with various efforts to branch out among disparate developers and clinical researchers to provide them with a key for furthering evaluative research. However, the limitations of traditional research methods in dealing with the complexities of mental health care warrant a diversified approach. The crux of the challenges of digital mental health implementation is the efficacy and evaluation of existing studies. Web-based interventions are increasingly used during the pandemic, allowing for affordable access to psychological therapies. However, a lagging infrastructure and skill base has limited the application of digital solutions in mental health care. Methodologies need to be converged owing to the rapid development of digital technologies that have outpaced the evaluation of rigorous digital mental health interventions and strategies to prevent mental illness. The functions and implications of human-computer interaction require a better understanding to overcome engagement barriers, especially with predictive technologies. Explainable artificial intelligence is being incorporated into digital mental health implementation to obtain positive and responsible outcomes. Investment in digital platforms and associated apps for real-time screening, tracking, and treatment offer the promise of cost-effectiveness in vulnerable populations. Although machine learning has been limited by study conduct and reporting methods, the increasing use of unstructured data has strengthened its potential. Early evidence suggests that the advantages outweigh the disadvantages of incrementing such technology. The limitations of an evidence-based approach require better integration of decision support tools to guide policymakers with digital mental health implementation. There is a complex range of issues with effectiveness, equity, access, and ethics (eg, privacy, confidentiality, fairness, transparency, reproducibility, and accountability), which warrant resolution. Evidence-informed policies, development of eminent digital products and services, and skills to use and maintain these solutions are required. Studies need to focus on developing digital platforms with explainable artificial intelligence–based apps to enhance resilience and guide the treatment decisions of mental health practitioners. Investments in digital mental health should ensure their safety and workability. End users should encourage the use of innovative methods to encourage developers to effectively evaluate their products and services and to render them a worthwhile investment. Technology-enabled services in a hybrid model of care are most likely to be effective (eg, specialists using these services among vulnerable, at-risk populations but not severe cases of mental ill health). © Luke Balcombe, Diego De Leo.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85103667590"
"Roessner V.; Rothe J.; Kohls G.; Schomerus G.; Ehrlich S.; Beste C.","Roessner, Veit (57201040114); Rothe, Josefine (55841548100); Kohls, Gregor (55883640600); Schomerus, Georg (13405272500); Ehrlich, Stefan (23100034000); Beste, Christian (23468528700)","57201040114; 55841548100; 55883640600; 13405272500; 23100034000; 23468528700","Taming the chaos?! Using eXplainable Artificial Intelligence (XAI) to tackle the complexity in mental health research","2021","European Child and Adolescent Psychiatry","30","8","","1143","1146","3","15","10.1007/s00787-021-01836-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109746656&doi=10.1007%2fs00787-021-01836-0&partnerID=40&md5=3bba28e69097967630a42530e26493c4","[No abstract available]","Editorial","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85109746656"
"Hatwell J.; Gaber M.M.; Atif Azad R.M.","Hatwell, Julian (57217070625); Gaber, Mohamed Medhat (8927664800); Atif Azad, R. Muhammad (57219337833)","57217070625; 8927664800; 57219337833","Ada-WHIPS: Explaining AdaBoost classification with applications in the health sciences","2020","BMC Medical Informatics and Decision Making","20","1","250","","","","45","10.1186/s12911-020-01201-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092304414&doi=10.1186%2fs12911-020-01201-2&partnerID=40&md5=1928b65de2dba0a70da8ee87aae23ae9","Background: Computer Aided Diagnostics (CAD) can support medical practitioners to make critical decisions about their patients' disease conditions. Practitioners require access to the chain of reasoning behind CAD to build trust in the CAD advice and to supplement their own expertise. Yet, CAD systems might be based on black box machine learning models and high dimensional data sources such as electronic health records, magnetic resonance imaging scans, cardiotocograms, etc. These foundations make interpretation and explanation of the CAD advice very challenging. This challenge is recognised throughout the machine learning research community. eXplainable Artificial Intelligence (XAI) is emerging as one of the most important research areas of recent years because it addresses the interpretability and trust concerns of critical decision makers, including those in clinical and medical practice. Methods: In this work, we focus on AdaBoost, a black box model that has been widely adopted in the CAD literature. We address the challenge-to explain AdaBoost classification-with a novel algorithm that extracts simple, logical rules from AdaBoost models. Our algorithm, Adaptive-Weighted High Importance Path Snippets (Ada-WHIPS), makes use of AdaBoost's adaptive classifier weights. Using a novel formulation, Ada-WHIPS uniquely redistributes the weights among individual decision nodes of the internal decision trees of the AdaBoost model. Then, a simple heuristic search of the weighted nodes finds a single rule that dominated the model's decision. We compare the explanations generated by our novel approach with the state of the art in an experimental study. We evaluate the derived explanations with simple statistical tests of well-known quality measures, precision and coverage, and a novel measure stability that is better suited to the XAI setting. Results: Experiments on 9 CAD-related data sets showed that Ada-WHIPS explanations consistently generalise better (mean coverage 15%-68%) than the state of the art while remaining competitive for specificity (mean precision 80%-99%). A very small trade-off in specificity is shown to guard against over-fitting which is a known problem in the state of the art methods. Conclusions: The experimental results demonstrate the benefits of using our novel algorithm for explaining CAD AdaBoost classifiers widely found in the literature. Our tightly coupled, AdaBoost-specific approach outperforms model-agnostic explanation methods and should be considered by practitioners looking for an XAI solution for this class of models. © 2020 The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85092304414"
"Yoo H.; Park R.C.; Chung K.","Yoo, Hyun (56072166700); Park, Roy C. (55681405300); Chung, Kyungyong (25927027500)","56072166700; 55681405300; 25927027500","IoT-based health big-data process technologies: A survey","2021","KSII Transactions on Internet and Information Systems","15","3","","974","992","18","37","10.3837/tiis.2021.03.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104250660&doi=10.3837%2ftiis.2021.03.009&partnerID=40&md5=2660f8667117b4f521858c437729063e","Recently, the healthcare field has undergone rapid changes owing to the accumulation of health big data and the development of machine learning. Data mining research in the field of healthcare has different characteristics from those of other data analyses, such as the structural complexity of the medical data, requirement for medical expertise, and security of personal medical information. Various methods have been implemented to address these issues, including the machine learning model and cloud platform. However, the machine learning model presents the problem of opaque result interpretation, and the cloud platform requires more in-depth research on security and efficiency. To address these issues, this paper presents a recent technology for Internet-of-Things-based (IoT-based) health big data processing. We present a cloud-based IoT health platform and health big data processing technology that reduces the medical data management costs and enhances safety. We also present a data mining technology for health-risk prediction, which is the core of healthcare. Finally, we propose a study using explainable artificial intelligence that enhances the reliability and transparency of the decision-making system, which is called the black box model owing to its lack of transparency. © 2021 Korean Society for Internet Information. All rights reserved.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85104250660"
"Leung C.K.; Jiang F.; Zhang Y.","Leung, Carson K. (7402612526); Jiang, Fan (36104297200); Zhang, Yibin (57211690912)","7402612526; 36104297200; 57211690912","Explainable machine learning and mining of influential patterns from sparse web","2020","Proceedings - 2020 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2020","","","9457808","829","836","7","17","10.1109/WIIAT50758.2020.00128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105944242&doi=10.1109%2fWIIAT50758.2020.00128&partnerID=40&md5=dd78fa54737bf0ec55849660e5f56930","With advancements in modern technology in the current era, very large volumes of big data have been generated and collected in numerous real-life applications. These have formed a connected world comprising webs of agents, data, people, things and trust. Some of these webs have also emerged in health and smart living. As valuable information and knowledge is embedded in these rich sets of webs, web intelligence is in demand. In this paper, we focus on a data science task of web usage mining. In particular, we present a web intelligent solution to conduct explainable machine learning and mining of influential patterns from sparse web. It provides a compressed representation of sparse web, discovers influential websites and/or web pages that are frequently browsed or surfed by web surfers, and recommends these influential websites and/or web pages to other web surfers. Evaluation results show the effectiveness (especially, in data compression), interpretability and practicality of our solution. © 2020 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85105944242"
"Schoonderwoerd T.A.J.; Jorritsma W.; Neerincx M.A.; van den Bosch K.","Schoonderwoerd, Tjeerd A.J. (57210144415); Jorritsma, Wiard (55914859100); Neerincx, Mark A. (9133405200); van den Bosch, Karel (35103709000)","57210144415; 55914859100; 9133405200; 35103709000","Human-centered XAI: Developing design patterns for explanations of clinical decision support systems","2021","International Journal of Human Computer Studies","154","","102684","","","","85","10.1016/j.ijhcs.2021.102684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108794824&doi=10.1016%2fj.ijhcs.2021.102684&partnerID=40&md5=7957c1e57e652d7896599445148e1e73","Much of the research on eXplainable Artificial Intelligence (XAI) has centered on providing transparency of machine learning models. More recently, the focus on human-centered approaches to XAI has increased. Yet, there is a lack of practical methods and examples on the integration of human factors into the development processes of AI-generated explanations that humans prove to uptake for better performance. This paper presents a case study of an application of a human-centered design approach for AI-generated explanations. The approach consists of three components: Domain analysis to define the concept & context of explanations, Requirements elicitation & assessment to derive the use cases & explanation requirements, and the consequential Multi-modal interaction design & evaluation to create a library of design patterns for explanations. In a case study, we adopt the DoReMi-approach to design explanations for a Clinical Decision Support System (CDSS) for child health. In the requirements elicitation & assessment, a user study with experienced paediatricians uncovered what explanations the CDSS should provide. In the interaction design & evaluation, a second user study tested the consequential interaction design patterns. This case study provided a first set of user requirements and design patterns for an explainable decision support system in medical diagnosis, showing how to involve expert end users in the development process and how to develop, more or less, generic solutions for general design problems in XAI. © 2021 The Authors","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85108794824"
"Arrotta L.","Arrotta, Luca (57218835832)","57218835832","Multi-inhabitant and explainable Activity Recognition in Smart Homes","2021","Proceedings - IEEE International Conference on Mobile Data Management","2021-June","","9474845","264","266","2","0","10.1109/MDM52706.2021.00054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112363997&doi=10.1109%2fMDM52706.2021.00054&partnerID=40&md5=5b5bc3f50d20a4a6e4cd2f83f1252be8","The sensor-based detection of Activities of Daily Living (ADLs) in smart home environments can be exploited to provide healthcare applications, like remotely monitoring fragile subjects living in their habitations. However, ADLs recognition methods have been mainly investigated with a focus on singleinhabitant scenarios. The major problem in multi-inhabitant settings is data association: Assigning to each resident the environmental sensors' events that he/she triggered. Furthermore, Deep Learning (DL) solutions have been recently explored for ADLs recognition, with promising results. Nevertheless, the main drawbacks of these methods are their need for large amounts of training data, and their lack of interpretability. This paper summarizes some contributions of my Ph.D. research, in which we are designing explainable multi-inhabitant approaches for ADLs recognition. We have already investigated a hybrid knowledge-and data-driven solution that exploits the high-level context of each resident to perform data association. Currently, we are studying semi-supervised techniques to mitigate the data scarcity issue, and explainable Artificial Intelligence (XAI) methods to make DL classifiers for ADLs more transparent. © 2021 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85112363997"
